Name,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Total
            Expense.Expense.Office General Administrative Expenses.Office expenses,-4445.21,-3362.54,-3364.33,-5718.32,-5450.29,-3386.71,-5184.86,-5125.74,-3939.7,-4813.67,-4027.01,-4030.29,-52848.68
            Expense.Expense.Rent Or Lease Of Buildings.Utilities,0.0,-111.79,-221.2,-146.23,-158.74,-158.74,-158.74,-158.74,-158.74,-158.74,-158.74,-158.74,-1749.17
            Expense.Expense.Supplies Materials.Supplies,0.0,-32.98,0.0,0.0,0.0,-487.36,-1156.12,-389.52,-445.48,-924.52,0.0,0.0,-3435.98
            Expense.Expense.Travel.Travel,-2076.32,-6798.04,-1508.27,-2605.7,-5669.73,-9551.79,-7070.01,-2902.19,-3976.36,-1889.71,-2970.33,-5630.83,-52649.28
Net Operating Profit,-53699.53,-30747.7,213417.12,-24865.67,-34402.66,-21677.23,611.24,-87007.48,-35406.69,-10079.52,-39722.41,-60421.32,-184001.85
Total Other Income,0.0,148.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.03
    Income.Other Income.Other Miscellaneous Income.Other Income,0.0,148.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.03
        Income.Other Income.Other Miscellaneous Income.Other Miscellaneous Income,0.0,148.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.03
Total Other Expenses,-2900.92,-954.92,-1047.13,-1065.43,-954.92,-8696.14,-954.92,-994.77,-1524.2,-954.92,-1038.79,-1765.39,-22852.45
    Expense.Other Expense.Other Miscellaneous Expense.Other Expense,-2900.92,-954.92,-1047.13,-1065.43,-954.92,-8696.14,-954.92,-994.77,-1524.2,-954.92,-1038.79,-1765.39,-22852.45
        Expense.Other Expense.Other Miscellaneous Expense.Contributions to Charities,-1870.62,0.0,0.0,0.0,0.0,-5575.0,0.0,0.0,-411.77,0.0,0.0,0.0,-7857.38
        Expense.Other Expense.Other Miscellaneous Expense.Other Miscellaneous Expense,-75.39,0.0,-118.68,-84.04,0.0,-2166.22,0.0,-39.85,-157.51,0.0,-83.87,-1765.39,-4490.95
        Expense.Other Expense.Amortization.Amortization expenses,-954.92,-954.92,-928.45,-981.39,-954.92,-954.92,-954.92,-954.92,-954.92,-954.92,-954.92,0.0,-10504.12
Net Other Income,-2900.92,-806.89,-1047.13,-1065.43,-954.92,-8696.14,-954.92,-994.77,-1524.2,-954.92,-1038.79,-1765.39,-22704.42
Net Profit,-56600.45,-31554.6,212369.99,-25931.09,-35357.58,-30373.37,-343.68,-88002.25,-36930.89,-11034.44,-40761.2,-62186.71,-206706.27
