Name,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Total
            Expense.Expense.Supplies Materials.Supplies,0.0,-16.98,0.0,0.0,0.0,-250.99,-595.4,-200.6,-229.42,-476.12,0.0,0.0,-1769.51
            Expense.Expense.Travel.Travel,-1069.3,-3500.95,-776.75,-1341.92,-2919.88,-4919.11,-3641.01,-1494.61,-2047.8,-973.19,-1529.7,-2899.85,-27114.08
Net Operating Profit,-27654.95,-15834.89,109908.59,-12805.68,-17717.17,-11163.65,314.79,-44808.35,-18234.24,-5190.9,-20456.81,-31116.63,-94759.9
Total Other Income,0.0,76.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23
    Income.Other Income.Other Miscellaneous Income.Other Income,0.0,76.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23
        Income.Other Income.Other Miscellaneous Income.Other Miscellaneous Income,0.0,76.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23
Total Other Expenses,-1493.96,-491.78,-539.27,-548.69,-491.78,-4478.46,-491.78,-512.3,-784.95,-491.78,-534.97,-909.17,-11768.88
    Expense.Other Expense.Other Miscellaneous Expense.Other Expense,-1493.96,-491.78,-539.27,-548.69,-491.78,-4478.46,-491.78,-512.3,-784.95,-491.78,-534.97,-909.17,-11768.88
        Expense.Other Expense.Other Miscellaneous Expense.Contributions to Charities,-963.36,0.0,0.0,0.0,0.0,-2871.09,0.0,0.0,-212.06,0.0,0.0,0.0,-4046.51
        Expense.Other Expense.Other Miscellaneous Expense.Other Miscellaneous Expense,-38.83,0.0,-61.12,-43.28,0.0,-1115.59,0.0,-20.52,-81.12,0.0,-43.19,-909.17,-2312.81
        Expense.Other Expense.Amortization.Amortization expenses,-491.78,-491.78,-478.15,-505.41,-491.78,-491.78,-491.78,-491.78,-491.78,-491.78,-491.78,0.0,-5409.56
Net Other Income,-1493.96,-415.55,-539.27,-548.69,-491.78,-4478.46,-491.78,-512.3,-784.95,-491.78,-534.97,-909.17,-11692.65
Net Profit,-29148.91,-16250.44,109369.33,-13354.36,-18208.95,-15642.11,-176.99,-45320.65,-19019.2,-5682.67,-20991.79,-32025.8,-106452.55
