Name,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Total
            Expense.Expense.Supplies Materials.Supplies,0.0,-47.61,0.0,0.0,0.0,-703.64,-1669.19,-562.39,-643.17,-1334.81,0.0,0.0,-4960.82
            Expense.Expense.Travel.Travel,-2997.77,-9814.91,-2177.62,-3762.07,-8185.87,-13790.73,-10207.57,-4190.15,-5741.01,-2728.33,-4288.51,-8129.72,-76014.25
Net Operating Profit,-77530.59,-44393.08,308128.49,-35900.68,-49670.06,-31297.27,882.51,-125620.12,-51119.65,-14552.67,-57350.63,-87235.41,-265659.15
Total Other Income,0.0,213.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.72
    Income.Other Income.Other Miscellaneous Income.Other Income,0.0,213.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.72
        Income.Other Income.Other Miscellaneous Income.Other Miscellaneous Income,0.0,213.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.72
Total Other Expenses,-4188.31,-1378.7,-1511.83,-1538.25,-1378.7,-12555.36,-1378.7,-1436.23,-2200.62,-1378.7,-1499.79,-2548.84,-32994.03
    Expense.Other Expense.Other Miscellaneous Expense.Other Expense,-4188.31,-1378.7,-1511.83,-1538.25,-1378.7,-12555.36,-1378.7,-1436.23,-2200.62,-1378.7,-1499.79,-2548.84,-32994.03
        Expense.Other Expense.Other Miscellaneous Expense.Contributions to Charities,-2700.77,0.0,0.0,0.0,0.0,-8049.1,0.0,0.0,-594.51,0.0,0.0,0.0,-11344.38
        Expense.Other Expense.Other Miscellaneous Expense.Other Miscellaneous Expense,-108.85,0.0,-171.35,-121.33,0.0,-3127.56,0.0,-57.53,-227.41,0.0,-121.09,-2548.84,-6483.96
        Expense.Other Expense.Amortization.Amortization expenses,-1378.7,-1378.7,-1340.48,-1416.92,-1378.7,-1378.7,-1378.7,-1378.7,-1378.7,-1378.7,-1378.7,0.0,-15165.69
Net Other Income,-4188.31,-1164.98,-1511.83,-1538.25,-1378.7,-12555.36,-1378.7,-1436.23,-2200.62,-1378.7,-1499.79,-2548.84,-32780.31
Net Profit,-81718.9,-45558.06,306616.66,-37438.93,-51048.75,-43852.62,-496.19,-127056.35,-53320.27,-15931.36,-58850.42,-89784.26,-298439.46
